name,year,ipo_id,slug,url,listing_gain_pct,issue_price,listing_price,listing_date,listing_date_raw,face_value,price_band_low,price_band_high,offer_price,lot_size,sale_type,exchange,issue_size_cr,fresh_issue_cr,nse_symbol,bse_code,isin,ronw,promoter_holding_pre,market_cap_cr,fresh_issue_pct,promoter_holding_post,qib_sub,hni_sub,rii_sub,total_sub,anchor_data_available,has_top_anchor,qib_retail_ratio,sub_intensity_score,gmp_data_available,nse_ticker,listing_price_actual,return_1M,return_3M,return_6M,return_1Y,alpha_1M,alpha_3M,alpha_6M,alpha_1Y,nifty_at_listing,nifty_30d_return_pct,nifty_7d_return_pct,vix_at_listing,target_listing_positive,target_listing_gt10,target_listing_gt20,target_1y_positive,target_1y_gt25,target_beat_nifty,ofs_cr,ofs_pct,employee_sub,roe,roce,anchor_price,anchor_pct_of_qib,anchor_investors_count,anchor_names_sample,anchor_amount_cr,total_assets_cr,revenue_cr,pat_cr,net_worth_cr,reserves_cr,total_debt_cr,debt_equity,pat_margin_pct,eps,pe_ratio,revenue_per_share,price_to_book,sector,book_value,face_value_screener,ebitda_cr,ebitda_margin_pct,pb_ratio_screener
Ganesh Consumer Products Ltd.,2025,2025_2045,ganesh-consumer-ipo,https://www.chittorgarh.com/ipo/ganesh-consumer-ipo/2045/,-8.6,322.0,294.3,"Mon, Sep 29, 2025","Mon, Sep 29, 2025",10.0,306.0,322.0,322.0,46.0,Bookbuilding IPO,"BSE, NSE",409.0,130.0,GANESHCP,544528.0,INE652V01016,15.81,75.3,1301.22,31.78,65.31,4.0225,4.4091,1.1717,1.8767,1.0,0.0,3.433,3.57,0,,,,,,,,,,,,,,,0,0,0,,,,279.0,68.22,2.1438,15.81,19.81,322.0,60.0,14.0,SUBHKAM VENTURES (I) PVT.LTD. | SUBHKAM VENTURES | BENGAL FINANCE & INVESTMENT PVT.LTD. | BENGAL FINANCE & INVESTMENT | SAMSUNG INDIA SMALL & MID CAP FOCUS SECURITIES MASTER INVESTMENT TRUST (EQUITY),122.34,341.74,855.16,35.43,224.13,190.47,50.0,0.22,4.17,9.74,33.06,233.57,5.81,FMCG,911.0,100.0,41.0,8.22,207.0
Gem Aromatics Ltd.,2025,2025_2032,gem-aromatics-ipo,https://www.chittorgarh.com/ipo/gem-aromatics-ipo/2032/,-1.83,325.0,319.05,"Tue, Aug 26, 2025","Tue, Aug 26, 2025",2.0,309.0,325.0,325.0,46.0,Bookbuilding IPO,"BSE, NSE",451.0,175.0,GEMAROMA,544491.0,INE06XZ01023,18.8,75.0,1697.71,38.8,64.69,53.7611,45.9577,10.4927,21.3183,1.0,1.0,5.124,42.77,0,GEMAROMA,319.05,-20.39,-46.66,-37.8,,-21.11,-52.74,-39.69,,24712.05,-0.5,-1.08,12.19,0,0,0,,,,276.0,61.2,,18.8,16.02,325.0,60.0,14.0,NIPPON INDIA EQUITY OPPORTUNITIES AIF-SCHEME 7 | NIPPON | SAGEONE-FLAGSHIP GROWTH OE FUND | SAGEONE-FLAGSHI | SAGEONE-FLAGSHIP GROWTH 2 FUND,135.37,534.52,505.64,53.38,283.98,278.26,222.37,0.78,10.56,11.39,28.52,107.86,5.98,,871.0,200.0,49.0,15.61,295.0
Globe Civil Projects Ltd.,2025,2025_2149,globe-civil-projects-ipo,https://www.chittorgarh.com/ipo/globe-civil-projects-ipo/2149/,33.04,71.0,94.46,"Tue, Jul 1, 2025","Tue, Jul 1, 2025",10.0,67.0,71.0,71.0,211.0,Bookbuilding IPO,"BSE, NSE",119.0,119.0,GLOBECIVIL,544424.0,INE0V3U01015,19.8,88.14,424.0,100.0,60.07,82.1296,143.1361,53.6656,56.6793,1.0,1.0,1.53,94.74,0,GLOBECIVIL,94.46,-12.42,-27.55,-37.22,,-9.73,-23.91,-39.59,,25453.4,3.71,0.83,12.45,1,1,1,,,,,,,21.95,23.07,71.0,60.0,6.0,CHANAKYA OPPORTUNITIES FUND I | CHANAKYA | MAYBANK SECURITIES PTE.LTD.-ODI | MAYBANK | BENANI CAPITAL-SCHEME I,35.7,374.6,256.74,17.79,99.83,56.87,137.97,1.6,4.59,3.58,19.83,78.0,4.25,,376.0,100.0,24.0,8.39,113.0
Glottis Ltd.,2025,2025_1998,glottis-ipo,https://www.chittorgarh.com/ipo/glottis-ipo/1998/,-35.12,129.0,83.7,"Tue, Oct 7, 2025","Tue, Oct 7, 2025",2.0,120.0,129.0,129.0,114.0,Bookbuilding IPO,"BSE, NSE",307.0,160.0,GLOTTIS,544557.0,INE0TQE01026,56.98,98.98,1192.0,52.12,85.56,1.8426,3.0819,1.4728,1.7348,1.0,0.0,1.251,2.14,0,,,,,,,,,,,25046.15,1.1,1.77,10.31,0,0,0,,,,147.0,47.88,,56.98,72.58,129.0,60.0,7.0,LC PHAROS MULTI STRATEGY FUND VCC-LC PHAROS MULTI STRATEGY FUND SF1 | LC PHAROS | MERU INVESTMENT FUND PCC-CELL 1 | MERU INVESTMENT | ABANS FINANCE PVT.LTD.,55.26,156.1,942.55,56.14,98.53,82.53,22.14,0.22,5.97,7.02,18.38,117.59,12.1,,213.0,200.0,0.0,0.0,145.0
Gujarat Kidney & Super Speciality Ltd.,2025,2025_2289,gujarat-kidney-and-super-speciality-ipo,https://www.chittorgarh.com/ipo/gujarat-kidney-and-super-speciality-ipo/2289/,-8.3,114.0,104.54,"Tue, Dec 30, 2025","Tue, Dec 30, 2025",2.0,108.0,114.0,114.0,128.0,Bookbuilding IPO,"BSE, NSE",251.0,251.0,GKSL,544666.0,INE0V0W01025,36.61,99.1,898.81,100.0,71.17,1.0598,5.7272,19.0365,3.135,1.0,0.0,0.056,6.06,0,,,,,,,,,,,26129.6,-0.18,-0.18,9.48,0,0,0,,,,,,,36.61,37.65,114.0,,10.0,VENUS INVESTMENTS VCC-VENUS STELLAR FUND | VENUS INVESTMENTS | KHANDELWAL FINANCE PVT.LTD. | KHANDELWAL FINANCE | CRAFT EMERGING MARKET FUND PCC-CITADEL CAPITAL FUND,100.01,61.59,15.27,5.4,30.56,19.42,4.03,0.15,23.61,1.85,61.62,7.84,29.41,,425.0,200.0,-1.0,-6.55,851.0
HDB Financial Services Ltd.,2025,2025_2110,hdb-financial-ipo,https://www.chittorgarh.com/ipo/hdb-financial-ipo/2110/,13.64,740.0,840.95,"Wed, Jul 2, 2025","Wed, Jul 2, 2025",10.0,700.0,740.0,740.0,20.0,Bookbuilding IPO,"BSE, NSE",12500.0,2500.0,HDBFS,544429.0,INE756I01012,,94.32,61253.3,20.0,90.24,58.636,10.5547,1.5113,12.8926,1.0,1.0,38.798,32.79,0,HDBFS,838.69,-9.8,-8.49,-8.17,,-7.11,-6.07,-11.61,,25405.3,3.19,-0.56,12.39,1,1,0,,,,10000.0,80.0,6.0349,14.72,979.0,740.0,60.0,141.0,LIFE INSURANCE CORP.OF INDIA | ICICI PRUDENTIAL RURAL OPPORTUNITIES FUND | ICICI PRUDENTIAL MUTUAL FUND | ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND | ICICI PRUDENTIAL MULTICAP FUND,3369.0,108663.29,16300.28,2175.92,14936.5,15023.97,87397.77,5.85,13.35,27.41,27.0,205.32,4.1,Banking & Finance,233.0,100.0,,,220.0
Hexaware Technologies Ltd.,2025,2025_1985,hexaware-technologies-ipo,https://www.chittorgarh.com/ipo/hexaware-technologies-ipo/1985/,7.7,708.0,762.55,"Wed, Feb 19, 2025","Wed, Feb 19, 2025",1.0,674.0,708.0,708.0,21.0,Bookbuilding IPO,"BSE, NSE",8750.0,,HEXT,544362.0,INE093A01041,23.6,95.03,43024.78,,95.03,9.5515,0.2152,0.1113,1.9629,1.0,1.0,85.818,4.86,0,HEXT,749.56,-3.85,8.36,5.07,-37.75,-7.01,0.43,-2.69,-47.54,22913.15,-1.26,-0.51,14.68,1,0,0,0.0,0.0,0.0,8750.0,100.0,0.335,,,708.0,60.0,96.0,SBI ELSS TAX SAVER FUND | SBI MUTUAL FUND | SBI TECHNOLOGY OPPORTUNITIES FUND | SBI MAGNUM CHILDREN'S BENEFIT FUND-INVESTMENT PLAN | ICICI PRUDENTIAL TECHNOLOGY FUND,2598.0,8594.2,8871.3,853.3,4876.0,4816.7,,,9.6,14.04,,,8.82,Technology,,,,,
Highway Infrastructure Ltd.,2025,2025_2180,highway-infrastructure-ipo,https://www.chittorgarh.com/ipo/highway-infrastructure-ipo/2180/,72.5,70.0,120.75,"Tue, Aug 12, 2025","Tue, Aug 12, 2025",5.0,65.0,70.0,70.0,211.0,Bookbuilding IPO,"BSE, NSE",130.0,98.0,HILINFRA,544477.0,INE00RL01028,19.03,94.95,502.04,75.38,75.43,432.7138,473.1032,164.4761,259.6471,1.0,1.0,2.631,391.18,0,HILINFRA,120.75,-27.96,-43.01,-51.92,,-30.52,-48.82,-56.8,,24619.35,-2.29,0.18,12.14,1,1,1,,,,32.0,24.62,,19.03,16.56,70.0,60.0,4.0,ABANS FINANCE PVT.LTD. | ABANS | HDFC BANK LTD. | HDFC BANK | SUNRISE INVESTMENT TRUST-SUNRISE INVESTMENT OPPORTUNITIES FUND,23.4,231.56,504.48,22.4,117.72,83.9,71.82,0.61,4.44,3.88,18.06,87.39,4.26,Infrastructure,,,,,
ICICI Prudential Asset Management Co.Ltd.,2025,2025_2525,icici-prudential-amc-ipo,https://www.chittorgarh.com/ipo/icici-prudential-amc-ipo/2525/,19.44,2165.0,2585.9,"Fri, Dec 19, 2025","Fri, Dec 19, 2025",1.0,2061.0,2165.0,2165.0,6.0,Bookbuilding IPO,"BSE, NSE",10603.0,,ICICIAMC,544658.0,INE346A01027,82.8,100.0,107006.97,,,123.8663,22.0371,2.534,28.005,1.0,1.0,48.882,69.05,0,,,,,,,,,,,,,,,1,1,0,,,,10603.0,100.0,,82.8,,2165.0,60.0,149.0,ARANDA INVESTMENTS PTE.LTD. | ARANDA INVESTMENTS | ZULIA INVESTMENTS PTE.LTD. | ZULIA | LIFE INSURANCE CORP.OF INDIA,3021.76,4827.34,2949.61,1617.74,3921.56,3903.91,,,54.85,53.63,40.37,97.78,27.29,,,100.0,2777.0,73.9,
Indiqube Spaces Ltd.,2025,2025_2038,indiqube-spaces-ipo,https://www.chittorgarh.com/ipo/indiqube-spaces-ipo/2038/,-8.03,237.0,217.97,"Wed, Jul 30, 2025","Wed, Jul 30, 2025",1.0,225.0,237.0,237.0,63.0,Bookbuilding IPO,"BSE, NSE",700.0,650.0,INDIQUBE,544454.0,INE06ST01018,,70.37,4977.12,92.86,57.31,15.1179,8.6832,13.2812,7.1654,1.0,1.0,1.138,12.82,0,INDIQUBE,217.97,1.73,-2.14,-20.42,,2.66,-5.63,-23.93,,24768.35,-2.69,-1.17,11.54,0,0,0,,,,50.0,7.14,6.9477,-2.19,34.21,237.0,60.0,29.0,BANDHAN LARGE & MID CAP FUND | BANDHAN MUTUAL FUND | INVESCO INDIA ELSS TAX SAVER FUND | INVESCO MUTUAL FUND | MOTILAL OSWAL LARGE CAP FUND,314.32,4685.12,1102.93,-139.62,-3.11,-23.3,343.96,-110.58,-12.66,-7.65,,,,,260.0,100.0,24.0,10.0,0
Indo Farm Equipment Ltd.,2025,2025_1934,indo-farm-equipment-ipo,https://www.chittorgarh.com/ipo/indo-farm-equipment-ipo/1934/,27.3,215.0,273.69,"Tue, Jan 7, 2025","Tue, Jan 7, 2025",10.0,204.0,215.0,215.0,69.0,Bookbuilding IPO,"BSE, NSE",260.0,185.0,INDOFARM,544328.0,INE622H01018,4.92,93.45,1033.11,71.15,75.54,242.3955,501.748,101.7876,159.3669,1.0,0.0,2.381,292.08,0,INDOFARM,273.69,-31.74,-46.05,-33.09,-30.64,-31.87,-41.11,-40.04,-39.42,23688.95,-3.78,-0.23,14.47,1,1,1,0.0,0.0,0.0,75.0,28.85,,5.13,8.96,215.0,60.0,11.0,NEGEN UNDISCOVERED VALUE FUND | NEGEN | NIVESHAAY HEDGEHOGS FUND | NIVESHAAY | RAJASTHAN GLOBAL SECURITIES PVT.LTD.,78.05,644.27,75.54,2.45,342.25,,245.36,0.85,4.16,3.95,54.39,94.95,3.02,,113.0,100.0,34.0,13.88,233.0
Indogulf Cropsciences Ltd.,2025,2025_2074,indogulf-cropsciences-ipo,https://www.chittorgarh.com/ipo/indogulf-cropsciences-ipo/2074/,-0.59,111.0,110.35,"Thu, Jul 3, 2025","Thu, Jul 3, 2025",10.0,105.0,111.0,111.0,135.0,Bookbuilding IPO,"BSE, NSE",200.0,160.0,IGCL,544432.0,INE05J901018,12.19,96.86,701.54,80.0,74.05,34.181,50.5741,15.431,19.2035,1.0,0.0,2.215,35.35,0,IGCL,110.35,0.53,-4.2,-25.34,,3.84,-2.19,-28.67,,25461.0,2.87,-0.69,12.32,0,0,0,,,,40.0,20.0,,12.2,11.93,111.0,60.0,5.0,ABAKKUS DIVERSIFIED ALPHA FUND | ABAKKUS | VINEY GROWTH FUND | VINEY | SWYOM INDIA ALPHA FUND,58.2,597.81,466.31,21.68,265.43,216.64,206.3,0.67,5.11,5.79,19.18,113.31,2.64,,694.0,100.0,35.0,7.11,108.0
Ivalue Infosolutions Ltd.,2025,2025_2227,ivalue-infosolutions-ipo,https://www.chittorgarh.com/ipo/ivalue-infosolutions-ipo/2227/,-5.74,299.0,281.85,"Thu, Sep 25, 2025","Thu, Sep 25, 2025",2.0,284.0,299.0,299.0,50.0,Bookbuilding IPO,"BSE, NSE",560.0,,IVALUE,544523.0,INE056801025,22.02,39.92,1600.84,,39.92,3.1758,1.2638,1.2761,1.2714,1.0,1.0,2.489,2.22,0,,,,,,,,,,,,,,,0,0,0,,,,560.0,100.0,,21.13,28.98,299.0,60.0,13.0,ICICI PRUDENTIAL INNOVATION FUND | ICICI PRUDENTIAL MUTUAL FUND | UNIFI BCAD FUND | UNIFI | UTI SMALL CAP FUND,168.09,1162.67,942.35,85.3,414.79,452.36,42.45,0.1,8.87,15.93,18.77,179.59,3.86,Technology,921.0,200.0,43.0,5.11,143.0
JSW Cement Ltd.,2025,2025_2230,jsw-cement-ipo,https://www.chittorgarh.com/ipo/jsw-cement-ipo/2230/,-0.63,147.0,146.07,"Thu, Aug 14, 2025","Thu, Aug 14, 2025",10.0,139.0,147.0,147.0,102.0,Bookbuilding IPO,"BSE, NSE",3600.0,1600.0,JSWCEMENT,544480.0,INE718I01012,-4.85,78.61,20041.46,44.44,70.63,16.7141,11.6035,1.9126,5.7527,1.0,1.0,8.739,12.22,0,,,,,,,,,,,,,,,0,0,0,,,,2000.0,55.56,,-6.9,7.05,147.0,60.0,52.0,SBI MULTICAP FUND | SBI MUTUAL FUND | SBI FLEXICAP FUND | SBI INFRASTRUCTURE FUND | SBI COMMA FUND,1080.0,12003.94,5914.67,-163.77,2352.55,1287.31,6166.55,0.98,-2.77,-1.31,-112.61,,8.52,Materials,,,,,
Jain Resource Recycling Ltd.,2025,2025_2345,jain-resource-recycling-ipo,https://www.chittorgarh.com/ipo/jain-resource-recycling-ipo/2345/,37.09,232.0,318.06,"Wed, Oct 1, 2025","Wed, Oct 1, 2025",2.0,220.0,232.0,232.0,64.0,Bookbuilding IPO,"BSE, NSE",1250.0,500.0,JAINREC,544537.0,INE0YD401026,41.56,89.96,8005.99,40.0,83.71,26.6676,5.5859,3.8133,9.2195,1.0,1.0,6.993,15.77,0,,,,,,,,,,,,,,,1,1,1,,,,750.0,60.0,,40.77,24.22,232.0,60.0,40.0,HDFC MANUFACTURING FUND | HDFC MUTUAL FUND | HDFC BUSINESS CYCLE FUND | AXIS SMALL CAP FUND | AXIS MUTUAL FUND,562.5,1836.24,7162.15,223.29,707.46,660.01,919.92,0.92,3.13,6.9,33.62,220.45,11.32,,,,,,
Jaro Institute of Technology Management & Research Ltd.,2025,2025_2075,jaro-education-ipo,https://www.chittorgarh.com/ipo/jaro-education-ipo/2075/,-16.38,890.0,744.25,"Tue, Sep 30, 2025","Tue, Sep 30, 2025",10.0,846.0,890.0,890.0,16.0,Bookbuilding IPO,"BSE, NSE",450.0,170.0,JARO,544534.0,INE00YJ01010,30.12,78.28,1971.91,37.78,69.66,37.1925,37.3198,9.1495,16.2388,1.0,1.0,4.065,31.62,0,,,,,,,,,,,,,,,0,0,0,,,,280.0,62.22,,35.76,37.38,890.0,60.0,19.0,WHITEOAK CAPITAL FLEXI CAP FUND | WHITEOAK CAPITAL MUTUAL FUND | WHITEOAK CAPITAL MID CAP FUND | WHITEOAK CAPITAL SPECIAL OPPORTUNITIES FUND | WHITEOAK CAPITAL MULTI CAP FUND,135.0,276.7,254.02,51.67,171.55,151.31,51.11,0.3,20.34,25.52,34.88,125.47,11.49,Technology,164.0,100.0,3.0,6.67,189.0
Jinkushal Industries Ltd.,2025,2025_2432,jinkushal-industries-ipo,https://www.chittorgarh.com/ipo/jinkushal-industries-ipo/2432/,0.55,121.0,121.66,"Fri, Oct 3, 2025","Fri, Oct 3, 2025",10.0,115.0,121.0,121.0,120.0,Bookbuilding IPO,"BSE, NSE",116.0,105.0,JKIPL,544547.0,INE1FF001016,21.22,100.0,464.42,90.52,77.39,35.6989,146.3856,47.0408,45.5695,1.0,1.0,0.759,71.17,0,,,,,,,,,,,,,,,1,0,0,,,,12.0,10.34,,28.3,18.39,121.0,60.0,6.0,NOMURA SINGAPORE LTD.ODI | NOMURA | VINEY GROWTH FUND | VINEY | STEPTRADE REVOLUTION FUND,34.83,179.35,385.81,19.14,86.19,,54.82,0.58,5.03,6.43,18.8,127.83,5.39,,500.0,100.0,23.0,9.62,862.0
KSH International Ltd.,2025,2025_2454,ksh-international-ipo,https://www.chittorgarh.com/ipo/ksh-international-ipo/2454/,-7.55,384.0,355.0,"Tue, Dec 23, 2025","Tue, Dec 23, 2025",5.0,365.0,384.0,384.0,39.0,Bookbuilding IPO,"BSE, NSE",626.0,420.0,KSHINTL,544664.0,INE987S01020,22.77,98.4,2601.82,67.09,82.26,1.4562,0.4827,1.0008,0.6695,1.0,1.0,1.455,1.07,0,,,,,,,,,,,,,,,0,0,0,,,,206.0,32.91,,22.77,16.6,384.0,60.0,13.0,KOTAK INFRASTRUCTURE & ECONOMIC REFORM FUND | KOTAK MAHINDRA MUTUAL FUND | KOTAK MANUFACTURE IN INDIA FUND | KOTAK SPECIAL OPPORTUNITIES FUND | HDFC MANUFACTURING FUND,213.0,793.28,562.6,22.68,321.47,293.07,379.39,1.17,3.51,11.97,32.09,341.03,8.09,,517.0,500.0,25.0,5.32,530.0
Kalpataru Ltd.,2025,2025_2229,kalpataru-ipo,https://www.chittorgarh.com/ipo/kalpataru-ipo/2229/,4.58,414.0,432.95,"Tue, Jul 1, 2025","Tue, Jul 1, 2025",10.0,387.0,414.0,414.0,36.0,Bookbuilding IPO,"BSE, NSE",1590.0,1590.0,KALPATARU,544423.0,INE227J01012,-10.15,100.0,8524.07,100.0,81.35,3.121,1.3977,1.4344,1.2835,1.0,1.0,2.176,2.27,0,KALPATARU,432.95,-7.08,-13.69,-19.79,,-4.39,-10.05,-22.16,,25453.4,3.71,0.83,12.45,1,0,0,,,,,,0.7567,123.0,106.0,414.0,60.0,16.0,GOVERNMENT OF SINGAPORE | MONETARY AUTHORITY OF SINGAPORE | GSS OPPORTUNITIES INVESTMENT I VCC | GSS OPPORTUNITIES | SBI MAGNUM CHILDREN'S BENEFIT FUND-INVESTMENT PLAN,708.35,15562.35,1699.49,5.51,1579.54,,11056.4,7.0,0.32,-6.96,-59.52,-2175.0,5.4,,193.0,100.0,103.0,7.58,0
Knowledge Realty Trust,2025,2025_2485,knowledge-realty-trust-reit-ipo,https://www.chittorgarh.com/ipo/knowledge-realty-trust-reit-ipo/2485/,6.24,100.0,106.24,"Mon, Aug 18, 2025","Mon, Aug 18, 2025",,0.0,100.0,,,Bookbuilding REIT,"BSE, NSE",4800.0,4800.0,KRT,544481.0,INE1JAR25012,,,50584.0,100.0,,9.5484,17.441,,5.4186,1.0,1.0,,10.01,0,,,,,,,,,,,24980.65,0.05,1.61,11.79,1,0,0,,,,,,,140.0,132.0,100.0,60.0,63.0,LIFE INSURANCE CORP.OF INDIA | TATA AIG GENERAL INSURANCE CO.LTD. | TATA AIG GENERAL INSURANCE | SBI NPS TRUST-SBI PENSION FUND SCHEME-CENTRAL GOVT. | SBI NPS TRUST,1620.0,24768.08,4146.86,222.52,257.0,,19792.17,77.01,5.37,,276.0,,,Real Estate,102.0,100.0,2279.0,78.59,276.0
LG Electronics India Ltd.,2025,2025_2064,lg-electronics-india-ipo,https://www.chittorgarh.com/ipo/lg-electronics-india-ipo/2064/,48.24,1140.0,1689.9,"Tue, Oct 14, 2025","Tue, Oct 14, 2025",10.0,1080.0,1140.0,1140.0,13.0,Bookbuilding IPO,"BSE, NSE",11607.0,,LGEINDIA,544576.0,INE324D01010,37.13,100.0,77380.05,,,166.5084,22.4422,3.5529,37.8488,1.0,1.0,46.865,90.7,0,,,,,,,,,,,,,,,1,1,1,,,,11607.0,100.0,7.6153,452.0,42.91,1140.0,60.0,147.0,SBI CONSUMPTION OPPORTUNITIES FUND | SBI MUTUAL FUND | SBI LARGE & MIDCAP FUND | ICICI PRUDENTIAL LARGE & MID CAP FUND | ICICI PRUDENTIAL MUTUAL FUND,3474.9,11516.44,6337.36,513.26,6447.85,5805.5,0.0,0.0,8.95,32.46,35.12,362.68,12.0,,101.0,100.0,2469.0,15.72,496.0
Laxmi Dental Ltd.,2025,2025_1961,laxmi-dental-ipo,https://www.chittorgarh.com/ipo/laxmi-dental-ipo/1961/,28.63,428.0,550.55,"Mon, Jan 20, 2025","Mon, Jan 20, 2025",2.0,407.0,428.0,428.0,33.0,Bookbuilding IPO,"BSE, NSE",698.0,138.0,LAXMIDENTL,544339.0,INE0WO601020,78.78,46.56,2352.38,19.77,40.69,110.3799,147.6912,75.0966,62.7773,1.0,1.0,1.47,114.52,0,LAXMIDENTL,550.55,-32.46,-27.61,-13.99,-62.27,-30.81,-31.47,-22.02,-70.11,23024.65,-2.39,-0.65,17.06,1,1,1,0.0,0.0,0.0,560.0,80.23,,78.78,19.97,428.0,60.0,31.0,"ABU DHABI INVESTMENT AUTHORITY-MONSOON | ABU DHABI INVESTMENT | AL MEHWAR COMMERCIAL INVESTMENTS LLC-(WANDA) | AL MEHWAR COMMERCIAL INVESTMENTS LLC | NOMURA TRUST & BANKING CO.LTD.,THE AS THE TRUSTEE OF NOMURA INDIA STOCK MOTHER FUND",314.13,158.22,117.9,22.74,67.09,,40.91,0.94,13.03,4.88,87.77,37.45,35.06,,417.0,200.0,3.0,2.0,392.0
Laxmi India Finance Ltd.,2025,2025_2030,laxmi-india-finance-ipo,https://www.chittorgarh.com/ipo/laxmi-india-finance-ipo/2030/,-15.12,158.0,134.11,"Tue, Aug 5, 2025","Tue, Aug 5, 2025",5.0,150.0,158.0,158.0,94.0,Bookbuilding IPO,"BSE, NSE",254.0,165.0,LAXMIINDIA,544465.0,INE06WU01026,13.95,89.05,825.83,64.96,69.07,1.2984,1.8337,2.1972,1.3061,1.0,0.0,0.591,1.64,0,LAXMIINDIA,134.11,24.2,6.74,-25.34,,23.83,3.32,-30.28,,24574.2,-3.72,-1.13,11.96,0,0,0,,,,89.0,35.04,1.5386,157.0,137.0,158.0,60.0,11.0,SANSHI FUND-I | SANSHI | SAINT CAPITAL FUND | SAINT CAPITAL | BNP PARIBAS FINANCIAL MARKETS-ODI,75.51,1412.52,248.04,36.01,257.47,236.99,1137.06,4.42,14.48,8.61,18.35,59.46,3.21,Banking & Finance,833.0,500.0,,,131.0
Lenskart Solutions Ltd.,2025,2025_2551,lenskart-solutions-ipo,https://www.chittorgarh.com/ipo/lenskart-solutions-ipo/2551/,0.27,402.0,403.1,"Mon, Nov 10, 2025","Mon, Nov 10, 2025",2.0,382.0,402.0,402.0,37.0,Bookbuilding IPO,"BSE, NSE",7278.0,2150.0,LENSKART,544600.0,INE956O01016,0.97,19.85,69727.57,29.54,16.77,40.3458,18.2267,7.5637,15.5711,1.0,1.0,5.334,27.15,0,,,,,,,,,,,,,,,1,0,0,,,,5128.0,70.46,4.9595,432.0,3.58,402.0,60.0,147.0,SBI INNOVATIVE OPPORTUNITIES FUND | SBI MUTUAL FUND | SBI FOCUSED FUND | HDFC INNOVATION FUND | HDFC MUTUAL FUND,3268.36,10845.68,1946.1,61.17,6176.87,5855.43,335.48,0.05,3.14,1.77,227.27,56.37,11.29,,366.0,200.0,-47.0,-5.19,252.0
M&B Engineering Ltd.,2025,2025_2049,mb-engineering-ipo,https://www.chittorgarh.com/ipo/mb-engineering-ipo/2049/,6.14,385.0,408.65,"Wed, Aug 6, 2025","Wed, Aug 6, 2025",10.0,366.0,385.0,385.0,38.0,Bookbuilding IPO,"BSE, NSE",650.0,275.0,MBEL,544470.0,INE08N601015,25.14,100.0,2200.0,42.31,87.5,38.6264,40.2214,34.3571,21.0145,1.0,1.0,1.124,38.25,0,,,,,,,,,,,,,,,1,0,0,,,,375.0,57.69,8.5879,25.13,24.8,385.0,60.0,24.0,HDFC MANUFACTURING FUND | HDFC MUTUAL FUND | HDFC BUSINESS CYCLE FUND | KOTAK INFRASTRUCTURE & ECONOMIC REFORM FUND | KOTAK MAHINDRA MUTUAL FUND,291.6,849.21,996.89,77.05,306.53,256.53,186.13,0.33,7.73,15.41,24.98,199.35,7.18,Engineering,104.0,100.0,37.0,7.12,186.0
Mangal Electrical Industries Ltd.,2025,2025_2069,mangal-electrical-ipo,https://www.chittorgarh.com/ipo/mangal-electrical-ipo/2069/,-4.57,561.0,535.35,"Thu, Aug 28, 2025","Thu, Aug 28, 2025",10.0,533.0,561.0,561.0,26.0,Bookbuilding IPO,"BSE, NSE",400.0,400.0,MEIL,544492.0,INE0PKD01011,34.14,100.0,1550.05,100.0,74.19,11.0948,19.7774,5.0874,6.9662,1.0,1.0,2.181,12.5,0,,,,,,,,,,,,,,,0,0,0,,,,,,,29.0,25.38,561.0,60.0,10.0,ABAKKUS DIVERSIFIED ALPHA FUND | ABAKKUS | LC PHAROS MULTI STRATEGY FUND VCC-LC PHAROS MULTI STRATEGY FUND SF1 | LC PHAROS | SOCIETE GENERALE-ODI,120.0,366.46,551.39,47.31,162.16,,149.12,0.92,8.61,23.08,24.31,268.06,9.56,,,,,,
Meesho Ltd.,2025,2025_2516,meesho-ipo,https://www.chittorgarh.com/ipo/meesho-ipo/2516/,53.23,111.0,170.09,"Wed, Dec 10, 2025","Wed, Dec 10, 2025",1.0,105.0,111.0,111.0,135.0,Bookbuilding IPO,"BSE, NSE",5421.0,4250.0,MEESHO,544632.0,INE0VDM01015,-252.37,18.51,50095.75,78.4,10.03,123.3406,39.8549,19.8914,44.9695,1.0,1.0,6.201,77.61,0,,,,,,,,,,,,,,,1,1,1,,,,1171.0,21.6,,-264.0,-871.0,111.0,60.0,125.0,SBI INNOVATIVE OPPORTUNITIES FUND | SBI MUTUAL FUND | SBI CONSUMPTION OPPORTUNITIES FUND | SBI BALANCED ADVANTAGE FUND | SBI FOCUSED FUND,2439.54,6640.39,5857.69,-700.72,968.87,,3553.0,3.67,-11.96,-9.54,-11.63,,51.71,,,100.0,-1799.0,-31.37,
